Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
New Caledonia,NCL,Land area (sq. km),AG.LND.TOTL.K2,,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,
Niger,NER,Land area (sq. km),AG.LND.TOTL.K2,,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,
Nigeria,NGA,Land area (sq. km),AG.LND.TOTL.K2,,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,
Nicaragua,NIC,Land area (sq. km),AG.LND.TOTL.K2,,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,
Netherlands,NLD,Land area (sq. km),AG.LND.TOTL.K2,,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33730,33730,33720,33720,33690,33690,33670,33670,33670,33670,33670,33670,33670,33670,
Norway,NOR,Land area (sq. km),AG.LND.TOTL.K2,,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365122.96,365108,365190.7,365145.73,365123,365108,365094,364285,364270,364270,
Nepal,NPL,Land area (sq. km),AG.LND.TOTL.K2,,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,
Nauru,NRU,Land area (sq. km),AG.LND.TOTL.K2,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
New Zealand,NZL,Land area (sq. km),AG.LND.TOTL.K2,,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,
OECD members,OED,Land area (sq. km),AG.LND.TOTL.K2,,35163999.7,35163979.7,35163989.7,35163989.7,35163979.7,35163969.7,35163959.7,35163949.7,35163949.7,35163939.7,35163929.7,35163829.7,35163829.7,35163799.7,35163579.7,35163499.7,35163379.7,35163379.7,35163340.41,35163160.41,35163240.41,35163030.41,35162990.41,35161500.49,35161400.57,35161500.65,35161400.73,35161390.81,35161390.89,35161390.97,35161391.05,35348828.13,35474178.21,35474168.29,35474158.37,35474047.15,35473945.94,35473914.72,35473873.5,35510698.74,35510447.52,35510976.3,35511365.08,35511083.85,35510962.63,35510341.41,35510440.18,35495440.78,35496329.78,35497770.59,35497545.79,35497964.89,35499339.75,35500025.59,35499499.23,35509610.06,35508886.78,35509655.21,35509602.63,35508806.27,35332033.86,35310296.2,
Oman,OMN,Land area (sq. km),AG.LND.TOTL.K2,,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,
Other small states,OSS,Land area (sq. km),AG.LND.TOTL.K2,,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,227444,269854,269854,262931,262931,262931,262931,262931,262931,262931,262931,262931,262941,261268,261278,274728,274738,274748,274748,274750,274722,274725,275805,275806,275813,275841,275122,275696,275698,275703,275708,275688,
Pakistan,PAK,Land area (sq. km),AG.LND.TOTL.K2,,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,
Panama,PAN,Land area (sq. km),AG.LND.TOTL.K2,,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74120,74120,74120,74120,74180,74180,74180,74180,74180,
Peru,PER,Land area (sq. km),AG.LND.TOTL.K2,,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,
Philippines,PHL,Land area (sq. km),AG.LND.TOTL.K2,,298260,298260,298260,298260,298260,298260,298260,298260,298260,298260,298260,298260,298230,298190,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,
Palau,PLW,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,
Papua New Guinea,PNG,Land area (sq. km),AG.LND.TOTL.K2,,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,
Poland,POL,Land area (sq. km),AG.LND.TOTL.K2,,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306240,306330,306330,306320,306320,306300,306280,306280,306230,306220,306210,306190,306190,306190,306190,306170,306110,306130,306100,306090,
Pre-demographic dividend,PRE,Land area (sq. km),AG.LND.TOTL.K2,,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690381,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17810963.63,17811006.33,17810985.03,17811013.61,17811038.49,17808000.59,17808706.1,17808984.99,20308908.12,20308688.28,20308675.19,20308727.78,20308716.46,20308710.23,20308716.71,20308719.55,20308679.83,20308679.83,20308679.83,
Puerto Rico,PRI,Land area (sq. km),AG.LND.TOTL.K2,,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,
North Korea,PRK,Land area (sq. km),AG.LND.TOTL.K2,,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,
Portugal,PRT,Land area (sq. km),AG.LND.TOTL.K2,,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91470,91470,91470,91470,91590,91590,91590,91590,91605.2,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,
Paraguay,PRY,Land area (sq. km),AG.LND.TOTL.K2,,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,396012.042,
West Bank and Gaza,PSE,Land area (sq. km),AG.LND.TOTL.K2,,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6025,6025,
Pacific island small states,PSS,Land area (sq. km),AG.LND.TOTL.K2,,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64150,64150,64150,64150,64150,64150,
Post-demographic dividend,PST,Land area (sq. km),AG.LND.TOTL.K2,,30270187.7,30270167.7,30270177.7,30270177.7,30270167.7,30270157.7,30270147.7,30270137.7,30270137.7,30270127.7,30270117.7,30270017.7,30270017.7,30269987.7,30269757.7,30269677.7,30269547.7,30269547.7,30269508.41,30269328.41,30269408.41,30269188.41,30269148.41,30267658.49,30267558.57,30267658.65,30267558.73,30267548.81,30267548.89,30267548.97,30267549.05,31239757.13,31316971.21,31316947.29,31316987.37,31316932.15,31316831.94,31316704.72,31316669.5,31353509.74,31353260.52,31350930.3,31351400.08,31351030.85,31350877.63,31350303.01,31350360.38,31335376.98,31336242.28,31337688.29,31337949.69,31338155.79,31336042.05,31336592.89,31336149.63,31346212.56,31345982.58,31346287.11,31346281.53,31345475.17,31168702.86,31167592.2,
French Polynesia,PYF,Land area (sq. km),AG.LND.TOTL.K2,,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,
Qatar,QAT,Land area (sq. km),AG.LND.TOTL.K2,,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11490,11490,11490,11490,11490,11490,11490,11490,11490,
Romania,ROU,Land area (sq. km),AG.LND.TOTL.K2,,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,229350,229350,229460,229460,229460,229510,229490,229520,229530,229590,229600,229710,229710,229870,229950,230000,229980,229980,229890,229900,230060,230050,230170,230020,230030,230080,230080,230080,230080,230080,230080,230080,230080,230080,
Russia,,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16389950,16386180,16381330,16378380,16377960,16378650,16381300,16388510,16381340,16380440,16380940,16380980,16381230,16381390,16377740,16377740,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,
Rwanda,RWA,Land area (sq. km),AG.LND.TOTL.K2,,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,
South Asia,SAS,Land area (sq. km),AG.LND.TOTL.K2,,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4779203,4772280,4772280,4772280,4772280,4772280,4772280,4772630,4772630,4772630,4772630,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770130,4770157,4770157,4770124,4770124.47,4770120,4770120,4770120,
Saudi Arabia,SAU,Land area (sq. km),AG.LND.TOTL.K2,,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,
Sudan,SDN,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,
Senegal,SEN,Land area (sq. km),AG.LND.TOTL.K2,,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,
Singapore,SGP,Land area (sq. km),AG.LND.TOTL.K2,,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,675,687,689,689,694,695,700,700,702,704,706,707,709,709,709,712,714,716,718,718,718,
Solomon Islands,SLB,Land area (sq. km),AG.LND.TOTL.K2,,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,
Sierra Leone,SLE,Land area (sq. km),AG.LND.TOTL.K2,,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,
El Salvador,SLV,Land area (sq. km),AG.LND.TOTL.K2,,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,
San Marino,SMR,Land area (sq. km),AG.LND.TOTL.K2,,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,
Somalia,SOM,Land area (sq. km),AG.LND.TOTL.K2,,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,
Serbia,SRB,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,84090,84090,84090,
Sub-Saharan Africa (excluding high income),SSA,Land area (sq. km),AG.LND.TOTL.K2,,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140331,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,21240931,21240931,21240931,21240931,21240931,21240931,21240931,21240931,21240931,21240931,21240931,21389510.93,21389556.13,21389548.23,21389594.81,21389556.79,21389589.19,21390277.1,21390527.09,23890457.22,23890419.38,23890372.49,23890426.18,23890433.96,23890422.03,23890437.11,23890442.45,23890400.23,23890403.23,23890403.23,
South Sudan,SSD,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631930,631930,631930,631930,631930,631930,631930,631930,631930,631930,631930,
Sub-Saharan Africa,SSF,Land area (sq. km),AG.LND.TOTL.K2,,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20140791,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21389970.93,21390016.13,21390008.23,21390054.81,21390016.79,21390049.19,21390737.1,21390987.09,23890917.22,23890879.38,23890832.49,23890886.18,23890893.96,23890882.03,23890897.11,23890902.45,23890860.23,23890863.23,23890863.23,
Small states,SST,Land area (sq. km),AG.LND.TOTL.K2,,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683651.61,683791.61,683791.61,683791.61,683791.61,683791.61,683701.61,683701.61,683701.61,683701.61,683701.61,683701.61,683701.61,683701.61,683701.61,683701.61,683701.61,685041.61,727451.61,727451.61,720528.61,720528.61,720528.61,720528.61,720528.61,720528.61,720528.61,720528.61,720528.61,720538.61,718865.61,718875.61,732325.61,732335.61,732345.61,732345.61,732347.61,732319.61,732322.61,733402.61,733403.61,733410.61,733438.61,732669.61,733243.61,733245.61,733250.61,733255.61,733235.61,
Sao Tome and Principe,STP,Land area (sq. km),AG.LND.TOTL.K2,,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,
Suriname,SUR,Land area (sq. km),AG.LND.TOTL.K2,,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,
Slovak Republic,SVK,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48110,48100,48100,48100,48100,48100,48090,48091,48088,48088,48088,48080,48082,48080,48080,48080,48080,48080,48080,48080,
Slovenia,SVN,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20146.2,20145.8,20146.2,20146,20145.7,20140,20140,20142.6,20142,20138.1,20136.4,20136.4,20136.4,20136.4,20136.4,
Sweden,SWE,Land area (sq. km),AG.LND.TOTL.K2,,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407310.64,407310.64,407310.64,407310.64,407280,407280,407280,407280,
Eswatini,SWZ,Land area (sq. km),AG.LND.TOTL.K2,,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,
Sint Maarten (Dutch part),SXM,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,34,34,34,34,34,34,34,34,34,34,
Seychelles,SYC,Land area (sq. km),AG.LND.TOTL.K2,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,
Syrian Arab Republic,SYR,Land area (sq. km),AG.LND.TOTL.K2,,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183590,183570,183570,183630,183640,183640,183640,183630,183630,183630,183630,183630,183630,183630,183630,183630,183630,183630,183630,185179.709,
Turks and Caicos Islands,TCA,Land area (sq. km),AG.LND.TOTL.K2,,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,
Chad,TCD,Land area (sq. km),AG.LND.TOTL.K2,,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1259600,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,
East Asia & Pacific (IDA & IBRD countries),TEA,Land area (sq. km),AG.LND.TOTL.K2,,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801868.74,15801828.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15803148.74,15803148.74,15803148.74,15803148.74,15803138.74,15803128.74,15803128.74,15803128.74,15803128.74,15854637.74,15854661.94,15854121.17,15860887.76,15860525.52,15863231.89,15866314.49,15866126.89,15866156.89,15866117.13,15866436.42,15866415.95,15866448.95,15865930.38,15866293.92,15866308.4,15866011.4,15865947.4,15865923,15865926,15866144.8,15881181.47,15881181.26,
